,CCN,CODCNH,Nombre Centro,Dirección,Teléfono,Cód. Municipio,Municipio,Cód. Provincia,Provincia,Cód. CCAA,CCAA,Código Postal,CAMAS,Cód. Clase de Centro,Clase de Centro,Cód. Dep. Funcional,Dependencia Funcional,Forma parte Complejo,CODIDCOM,Nombre del Complejo,ALTA,Email
104,1620000010,200261,Hospital Universitario Donostia,"Paseo Doctor Begiristain, Paseo/Pasealekua 109",943007060,200697,Donostia/San Sebastián,20,Guipúzcoa,16,País Vasco,20014,1034,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,osid.gerentzia@osakidetza.eus
105,1620003048,200270,Éibar Ospitalea,Calle 6-8 S/N,943032802,200300,Eibar,20,Guipúzcoa,16,País Vasco,20600,40,C13,Hospitales de media y larga estancia,4,Otros Centros O Establecimientos Públicos De Dependencia Autonómica,N,,,N,secretariadireccion.osibarrena@osakidetza.eus
106,1620000005,200163,Hospital Bidasoa (Osi Bidasoa),"Calle Finca Zubieta, Barrio Mendelu S/N",943007702;943007703,200369,Hondarribia,20,Guipúzcoa,16,País Vasco,20280,96,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,osintegradabidasoa@osakidetza.net
107,1620000006,200258,Hospital De Mendaro (Osi Bajo Deba),Calle Mendarozabal S/N,943032800,209014,Mendaro,20,Guipúzcoa,16,País Vasco,20850,111,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,secretariadireccion.osidebabarrena@osakidetza.eus
108,1620000008,200219,"Clínica Santa María De La Asunción (Inviza, S. A.)",Calle Carretera Izaskun 9,943697000,200718,Tolosa,20,Guipúzcoa,16,País Vasco,20400,120,C11,Hospitales Generales,20,Privados,N,,,N,info@clinicadelaasuncion.com
109,1620000016,200230,"Sanatorio Usurbil, S. L.","Barrio Urdaiaga, Barrio/Auzoa 48",0;943361124,200739,Usurbil,20,Guipúzcoa,16,País Vasco,20170,80,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,aolano@sanatoriodeusurbil.com
110,1620000009,200245,Hospital De Zumárraga (Osi Goierri - Alto Urola),"Grupo Argixao, Grupo/Taldea S/N",943035000;943035027,200809,Zumarraga,20,Guipúzcoa,16,País Vasco,20700,118,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,secretaria.hospitalzumarraga@osakidetza.eus
111,121000151,210084,Clínica Los Naranjos,Paseo De Los Naranjos 1,959243900,210412,Huelva,21,Huelva,1,Andalucía,21004,34,C11,Hospitales Generales,20,Privados,N,,,N,luisa.silvan@grupohla.com
112,121001251,210137,Hospital Quironsalud Huelva,Calle Punta Umbría 8,959242100,210412,Huelva,21,Huelva,1,Andalucía,21002,56,C11,Hospitales Generales,20,Privados,N,,,N,correo@hospitalcostadelaluz.com
113,121000146,210025,Hospital Infanta Elena,Calle Dr. Pedro Naranjo Rodríguez S/N,959015132,210412,Huelva,21,Huelva,1,Andalucía,21007,304,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,direccion.hie.sspa@juntadeandalucia.es
114,121000147,210123,Hospital Universitario Juan Ramón Jiménez,Ronda Exterior Norte S/N,959016000,210412,Huelva,21,Huelva,1,Andalucía,21005,587,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,210101.0,Hospital Universitario Juan Ramón Jiménez,N,dirmed.hjrj.sspa@juntadeandalucia.es
115,121000149,210031,Hospital Vázquez  Díaz,Carretera Sevilla-Huelva S/N,959014603,210412,Huelva,21,Huelva,1,Andalucía,21005,91,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,210101.0,Hospital Universitario Juan Ramón Jiménez,N,
116,121001889,210148,Hospital Virgen De La Bella,"Avenida Las Rosas, S/N ",959180550,210448,Lepe,21,Huelva,1,Andalucía,21440,61,C11,Hospitales Generales,20,Privados,N,,,N,mmorales@jmpascual.com
117,121000150,210097,Hospital De Riotinto,Avenida La Esquila 5,959025295,210499,Minas de Riotinto,21,Huelva,1,Andalucía,21660,118,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,secdireccion.dsa.sspa@juntadeandalucia.e
118,222000003,220054,Hospital De Barbastro,Carretera Nacional 240 S/N,974249000,220481,Barbastro,22,Huesca,2,Aragón,22300,170,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,sectorbarbastro@salud.aragon.es
119,222000030,220105,Centro Sanitario Bajo Cinca-Baix Cinca,Calle Hermana Andresa 2,974474545,221127,Fraga,22,Huesca,2,Aragón,22520,20,C190,Otros Centros con Internamiento,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
120,222000006,220041,Hospital Viamed Santiago,Calle Sariñena 12,974220600,221259,Huesca,22,Huesca,2,Aragón,22004,28,C11,Hospitales Generales,20,Privados,N,,,N,bnasarre@viamedsantiago.com
121,222000004,220020,Centro De Rehabilitación Psicosocial Santo Cristo De Los Milagros,"Carretera Arguis KM 2,5",974220772,221259,Huesca,22,Huesca,2,Aragón,22006,110,C14,Hospitales de salud mental y tratamiento de toxicomanías,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
122,222000002,220015,Hospital Universitario San Jorge,Avenida MARTINEZ De Velasco 36,974247000,221259,Huesca,22,Huesca,2,Aragón,22004,297,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,sectorhuesca@salud.aragon.es
123,222000001,220036,Hospital Sagrado Corazón De Jesús,Paseo Lucas Mallada 22,974292000,221259,Huesca,22,Huesca,2,Aragón,22006,70,C13,Hospitales de media y larga estancia,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,hscjhuesca@salud.aragon.es
124,222000005,220089,Hospital De Jaca Salud,Carretera Rapitan S/N,974355331,221301,Jaca,22,Huesca,2,Aragón,22700,50,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
125,123002675,230184,Hospital De Alta Resolución De Alcalá La Real,Avenida De Iberoamérica S/N,953599008,230026,Alcalá la Real,23,Jaén,1,Andalucía,23680,28,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,230119.0,Hospital Universitario De Jaén,N,gerencia@ephag.es
126,123000736,230173,Hospital De Alta Resolución De Alcaudete,Camino Viejo De La Fuensanta 2,953368211,230032,Alcaudete,23,Jaén,1,Andalucía,23660,16,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,230119.0,Hospital Universitario De Jaén,N,gerencia@ephag.es
127,123000216,230145,Hospital Alto Guadalquivir,Avenida Blas Infante S/N,953021575,230050,Andújar,23,Jaén,1,Andalucía,23740,67,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,gerencia@ephag.es
128,123003109,230206,Centro Hospitalario De Alta Resolución De Cazorla,Carretera A-319 Cazorla-Peal Del Becerro S/N,953028611,230281,Cazorla,23,Jaén,1,Andalucía,23470,26,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,230228.0,Hospital San Juan De La Cruz,N,cesareoj.granados.sspa@juntadeandalucia.es
129,123000215,230063,Clínica Cristo Rey,Paseo La Estación 40,953250440,230503,Jaén,23,Jaén,1,Andalucía,23008,39,C11,Hospitales Generales,20,Privados,N,,,N,illanav@clinicacristorey.es
130,123003108,230195,Hospital Puerta De Andalucía,Carretera  Bailen-Motril S/N,953008000,230503,Jaén,23,Jaén,1,Andalucía,23009,79,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,230119.0,Hospital Universitario De Jaén,N,mcarmen.merino.sspa@juntadeandalucia.es
131,123000211,230026,Hospital Doctor  Sagaz,Carretera Del Neveral S/N,953008001,230503,Jaén,23,Jaén,1,Andalucía,23004,54,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,230119.0,Hospital Universitario De Jaén,N,
132,123000212,230151,Hospital Materno-Infantil Del H.U. De Jaén,Avenida Del Ejercito Español 10,953008000,230503,Jaén,23,Jaén,1,Andalucía,23007,122,C12,Hospitales especializados,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,230119.0,Hospital Universitario De Jaén,N,
133,123000210,230047,Hospital Neurotraumatológico Del H.U. De Jaén,Carretera Bailen Motril S/N,953008000,230503,Jaén,23,Jaén,1,Andalucía,23007,186,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,230119.0,Hospital Universitario De Jaén,N,
134,123000208,230011,Hospital Universitario De Jaén,Avenida Ejercito Español 10,953008010,230503,Jaén,23,Jaén,1,Andalucía,23007,805,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,230119.0,Hospital Universitario De Jaén,N,
135,123000213,230079,Hospital  San Agustín,Avenida San Cristóbal S/N,953024200,230559,Linares,23,Jaén,1,Andalucía,23700,234,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
136,123000703,230162,Hospital De Alta Resolución Sierra De Segura,"Carretera Puente Genave - La Puerta De Segura, Km. 0,300 S/N",953499012,230716,Puente de Génave,23,Jaén,1,Andalucía,23350,24,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,230228.0,Hospital San Juan De La Cruz,N,gerencia@ephag.es
137,123000214,230098,Hospital San Juan De La Cruz,Carretera De Linares S/N,953028200,230927,Úbeda,23,Jaén,1,Andalucía,23400,225,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,230228.0,Hospital San Juan De La Cruz,N,
138,724001714,240074,Hospital Hm San Francisco,Calle Marqueses De San Isidro 11,987202111,240896,León,24,León,7,Castilla Y León,24004,75,C11,Hospitales Generales,20,Privados,N,,,N,jsaz@hospitalesmadrid.com
139,724001718,240055,Regla Hm Hospitales,Calle Cardenal Landázuri 2,0,240896,León,24,León,7,Castilla Y León,24003,130,C11,Hospitales Generales,20,Privados,N,,,N,jsaz@hmhospitales.com
140,724001719,240021,Hospital Monte San Isidro (Complejo Asistencial Universitario De León),Carretera De Asturias  S/N,987227250,240896,León,24,León,7,Castilla Y León,24008,130,C13,Hospitales de media y larga estancia,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,240191.0,Complejo Asistencial Universitario De León,N,gerente.hleo@saludcastillayleon.es
141,724001712,240016,Hospital De León (Complejo Asistencial Universitario De León),Calle Altos De Nava  S/N,0,240896,León,24,León,7,Castilla Y León,24080,789,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,240191.0,Complejo Asistencial Universitario De León,N,gerente.hleo@saludcastillayleon.es
142,724001722,240093,Hospital Santa Isabel (Complejo Asistencial Universitario De León),"Avenida De Madrid, 118",987203000,240896,León,24,León,7,Castilla Y León,24080,117,C14,Hospitales de salud mental y tratamiento de toxicomanías,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,240191.0,Complejo Asistencial Universitario De León,N,gerente.hleo@saludcastillayleon.es
143,724001716,240140,Hospital De La Reina,Calle Hospital 28,987409109,241152,Ponferrada,24,León,7,Castilla Y León,24401,72,C11,Hospitales Generales,22,Organizaciones No Gubernamentales,N,,,N,info@hospitaldelareina.com
144,724001715,240212,Clínica Ponferrada Recoletas,Avenida  De Galicia 1,987423732,241152,Ponferrada,24,León,7,Castilla Y León,24404,46,C11,Hospitales Generales,20,Privados,N,,,N,admision.hrponf@gruporecoletas.com
145,724001713,240135,Hospital El Bierzo,Calle Médicos Sin Fronteras 7,0,241152,Ponferrada,24,León,7,Castilla Y León,24404,413,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,gerente.hbrz@saludcastillayleon.es
146,724001717,240188,Hospital San Juan De Dios León,Avenida San Ignacio De Loyola 73,987232500,241422,San Andrés del Rabanedo,24,León,7,Castilla Y León,24010,297,C11,Hospitales Generales,22,Organizaciones No Gubernamentales,N,,,N,hospitalleon@sjd.es
147,724001721,240220,Hospital Valle De Laciana,Avenida De Asturias  S/N,987481057,242029,Villablino,24,León,7,Castilla Y León,24100,15,C13,Hospitales de media y larga estancia,4,Otros Centros O Establecimientos Públicos De Dependencia Autonómica,N,,,N,araceli.frances@ute-orthem.provire.es
148,925000587,250210,Sant Joan De Deu Terres De Lleida,Carretera N-240 .,973740010,250194,Almacelles,25,Lleida,9,Cataluña,25100,14,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,almacelles@sjd-lleida.org
149,925000583,250175,Residencia Terraferma,Calle Partida Del Grao S/N,973737455,250236,Alpicat,25,Lleida,9,Cataluña,25110,137,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,
150,925000582,250169,Hestia Balaguer.,Calle Gregori Gallego 22-28,973450304,250404,Balaguer,25,Lleida,9,Cataluña,25600,120,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,hospitaljaumeurgell@jaumeurgell.org
151,925001345,250243,Avantmedic,Calle Alfred Pereña 10,973728292,251207,Lleida,25,Lleida,9,Cataluña,25008,19,C190,Otros Centros con Internamiento,20,Privados,N,,,N,
152,925000577,250061,Clínica Mi Nova Aliança,Avenida Enric Prat De La Riba 79-81,973232943,251207,Lleida,25,Lleida,9,Cataluña,25004,123,C11,Hospitales Generales,20,Privados,N,,,N,gerencia@clinicalleida.com
153,925000909,250232,Hospital Sant Joan De Deu Lleida,Avenida Canadenca S/N,973740010,251207,Lleida,25,Lleida,9,Cataluña,25001,130,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,almacelles@sjd-lleida.org
154,925000586,250209,Hospital Jaume Nadal Meroles,Calle Academia 41,973289333,251207,Lleida,25,Lleida,9,Cataluña,25002,126,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,direccion.jnadal@sarquavitae.es
155,925000571,250077,Clínica Psiquiátrica Bellavista,Avenida Rovira Roure 116,973231698,251207,Lleida,25,Lleida,9,Cataluña,25198,75,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,clinicabellavista@clinicabellavista.com
156,925000574,250045,Vithas Hospital Montserrat,Calle Bisbe Torres 13,973266300,251207,Lleida,25,Lleida,9,Cataluña,25002,47,C11,Hospitales Generales,20,Privados,N,,,N,egean@vithas.es
157,925000575,250058,"Clínica Perpetuo Socorro De Lérida, Grupo Ha, Slu",Calle Bisbe Messeguer 3,973266100,251207,Lleida,25,Lleida,9,Cataluña,25003,58,C11,Hospitales Generales,20,Privados,N,,,N,ipaules@asisa.es
158,925000576,250024,Hospital Santa María,Avenida Alcalde Rovira Roure 44,973727222,251207,Lleida,25,Lleida,9,Cataluña,25198,229,C11,Hospitales Generales,8,Otras Entidades U Organismos Públicos,N,,,N,gerencia@gss.cat
159,925000572,250019,Hospital Universitari Arnau De Vilanova De Lleida.,Avenida Alcalde  Rovira  Roure 80,973248100,251207,Lleida,25,Lleida,9,Cataluña,25198,463,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,arnau@arnau.scs.es
160,925000584,250181,Castell D'Oliana Residencial S.L,Carretera De Lleida A Puigcerdà .,973463030,251497,Oliana,25,Lleida,9,Cataluña,25790,20,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,ccoello@caseresidencial.es
161,925000578,250117,Fundacio Sant Hospital.,Paseo Joan Brudieu 8,973350050,252038,"Seu d'Urgell, La",25,Lleida,9,Cataluña,25700,88,C11,Hospitales Generales,20,Privados,N,,,N,hospital@fsh.cat
162,925000581,250138,"Centre Sanitari Del Solsones, Pc","Plaza Antoni Guitart, 1",973481172,252075,Solsona,25,Lleida,9,Cataluña,25280,32,C13,Hospitales de media y larga estancia,8,Otras Entidades U Organismos Públicos,N,,,N,info@cssolsones.com
163,925000579,250143,Hospital Comarcal Del Pallars,Avenida Pau Casals 5,973652255,252347,Tremp,25,Lleida,9,Cataluña,25620,63,C11,Hospitales Generales,8,Otras Entidades U Organismos Públicos,N,,,N,hcp@hospitalpallars.com
164,925000580,250156,Espitau Val D'Aran,"Calle Espitau, 8",973640004,252430,Vielha e Mijaran,25,Lleida,9,Cataluña,25530,40,C11,Hospitales Generales,20,Privados,N,,,N,xavig@aransalut.com
165,1726000699,260110,Centro Asistencial Albelda De Iregua,Carretera De Soria KM. 8,941279220,260051,Albelda de Iregua,26,La Rioja,17,La Rioja,26120,140,C14,Hospitales de salud mental y tratamiento de toxicomanías,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
166,1726000825,260132,Centro Sociosanitario De Convalecencia Nuestra Señora Virgen Del Carmen,Polígono 38 PARCELA 10 HOYA VEDADA,941010000,260368,Calahorra,26,La Rioja,17,La Rioja,26500,75,C13,Hospitales de media y larga estancia,4,Otros Centros O Establecimientos Públicos De Dependencia Autonómica,N,,,N,rdc@viamedvirgendelcarmen.com
167,1726000542,260099,Fundación Hospital Calahorra,Carretera  De Logroño S/N,941151000,260368,Calahorra,26,La Rioja,17,La Rioja,26500,80,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,gerencia.fhc@riojasalud.es
168,1726000383,260121,Centro Sociosanitario De Convalecencia Los Jazmines,Calle Severo Ochoa 5,941303650,260717,Haro,26,La Rioja,17,La Rioja,26200,26,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,
169,1726000080,260109,Clínica Los Manzanos,Calle Hnos. Maristas S/N,941499490,260841,Lardero,26,La Rioja,17,La Rioja,26140,52,C190,Otros Centros con Internamiento,20,Privados,N,,,N,jmem@viamedsalud.com
170,1726000846,260051,Policlínico Riojano Nuestra Señora De Valvanera,Calle Ramón Y Cajal S/N,941211900,260892,Logroño,26,La Rioja,17,La Rioja,26006,87,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,
171,1726000576,260027,Hospital Universitario San Pedro,Calle Piqueras 98,941298000,260892,Logroño,26,La Rioja,17,La Rioja,26006,522,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,260012.0,Hospital Universitario San Pedro,N,
172,1726000067,260048,Hospital De La Rioja,Avenida  De Viana 1,941298401,260892,Logroño,26,La Rioja,17,La Rioja,26071,68,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,260012.0,Hospital Universitario San Pedro,N,gerencia_srs@riojasalud.es
173,1227000094,270095,Hospital Público Da Mariña,Calle Medico Vior S/N,982589901,279024,Burela,27,Lugo,12,Galicia,27880,156,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
174,1227000097,270076,Hospital Quirón Salud Lugo,Calle Montevideo 23,982284040,270288,Lugo,27,Lugo,12,Galicia,27001,69,C11,Hospitales Generales,20,Privados,N,,,N,administracion@nsog.es
175,1227000096,270057,Hospital Ribera Polusa,Calle Doctor Iglesias Otero S/N,982222854,270288,Lugo,27,Lugo,12,Galicia,27004,97,C11,Hospitales Generales,20,Privados,N,,,N,polusa@polusa.es
176,1227000093,270018,Complexo Hospitalario Universitario De Lugo,Calle Ulises Romero 1,982296000,270288,Lugo,27,Lugo,12,Galicia,27003,817,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
177,1227000095,270109,Hospital Público De Monforte,Calle Corredoira S/N,982417900,270312,Monforte de Lemos,27,Lugo,12,Galicia,27400,140,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
178,1328020932,281371,Hospital Hm Valles,Calle Santiago 14,918883262,280053,Alcalá de Henares,28,Madrid,13,Madrid,28801,20,C190,Otros Centros con Internamiento,20,Privados,N,,,N,
